amostras	ano	ensaio	repeticao	peak_1	trough_1	breakdown	final_visc	setback	peak_time	pasting_temp	umidade_percent
BGM-0859	2021	BR.BAG.19.UFRB	2	4096.00	1635.00	2461.00	2770.00	1135.00	4.00	71.90	15.51
BGM-0873	2021	BR.FTBAG.20.Candeal	1	4379.00	1632.00	2747.00	2234.00	602.00	3.87	70.20	14.52
BGM-0873	2021	BR.FTBAG.20.Candeal	2	4357.00	1630.00	2727.00	2262.00	632.00	3.87	70.25	14.38
BGM-0878	2019	BR.BAG.19	1	4029.00	776.00	3253.00	1043.00	267.00	3.60	69.50	15.72
BGM-0878	2019	BR.BAG.19	2	4017.00	783.00	3234.00	1037.00	254.00	3.60	69.40	15.60
BGM-0879	2019	BR.BAG.19	1	4766.00	1883.00	2883.00	2839.00	956.00	3.93	72.60	16.70
BGM-0879	2019	BR.BAG.19	2	4684.00	1875.00	2809.00	2898.00	1023.00	4.00	73.40	16.76
BGM-0882	2020	BR.BAG.19.UFRB	1	4686.00	1879.00	2807.00	2949.00	1070.00	4.13	68.70	15.02
BGM-0882	2020	BR.BAG.19.UFRB	2	4697.00	1886.00	2811.00	2974.00	1088.00	4.13	68.70	15.34
BGM-0885	2020	BR.BAG.19.UFRB	1	4807.00	1594.00	3213.00	3122.00	1528.00	3.73	71.10	16.30
BGM-0885	2020	BR.BAG.19.UFRB	2	4882.00	1641.00	3241.00	3145.00	1504.00	3.87	71.05	16.60
BGM-0886	2020	BR.BAG.19.UFRB	1	4834.00	1907.00	2927.00	3204.00	1297.00	3.73	71.05	15.98
BGM-0886	2020	BR.BAG.19.UFRB	2	4965.00	1958.00	3007.00	3131.00	1173.00	3.80	71.75	15.72
BGM-0895	2019	BR.BAG.19	1	2939.00	208.00	2731.00	246.00	38.00	3.73	70.15	14.58
BGM-0895	2019	BR.BAG.19	2	2952.00	218.00	2734.00	256.00	38.00	3.80	71.05	15.07
BGM-0900	2021	BR.FTBAG.20.Candeal	1	4151.00	1423.00	2728.00	2210.00	787.00	4.07	70.30	13.71
BGM-0900	2021	BR.FTBAG.20.Candeal	2	4134.00	1435.00	2699.00	2186.00	751.00	4.13	71.00	14.04
BGM-0901	2019	BR.BAG.19	1	4279.00	1578.00	2701.00	2323.00	745.00	4.13	71.05	12.22
BGM-0901	2019	BR.BAG.19	2	4220.00	1580.00	2640.00	2324.00	744.00	4.13	71.80	11.96
BGM-0902	2019	BR.BAG.19	1	4336.00	1391.00	2945.00	2008.00	617.00	3.87	71.00	12.86
BGM-0902	2019	BR.BAG.19	2	4288.00	1372.00	2916.00	1981.00	609.00	3.80	70.25	13.27
BGM-0914	2019	BR.BAG.19	1	3047.00	694.00	2353.00	1034.00	340.00	3.87	72.70	16.85
BGM-0914	2019	BR.BAG.19	2	2955.00	690.00	2265.00	1022.00	332.00	3.87	72.60	16.80
BGM-0918	2019	BR.BAG.19	1	4767.00	1733.00	3034.00	2480.00	747.00	3.93	71.80	16.50
BGM-0918	2019	BR.BAG.19	2	4757.00	1729.00	3028.00	2486.00	757.00	3.87	71.10	16.52
BGM-0919	2019	BR.BAG.19	1	4490.00	881.00	3609.00	1132.00	251.00	3.60	70.20	15.34
BGM-0919	2019	BR.BAG.19	2	4368.00	825.00	3543.00	1069.00	244.00	3.67	70.25	16.58
BGM-0920	2019	BR.BAG.19	1	3977.00	998.00	2979.00	1484.00	486.00	3.73	71.00	13.20
BGM-0920	2019	BR.BAG.19	2	3865.00	991.00	2874.00	1475.00	484.00	3.73	70.15	13.44
BGM-0925	2019	BR.BAG.19	1	4083.00	1491.00	2592.00	2034.00	543.00	3.60	71.00	18.43
BGM-0925	2019	BR.BAG.19	2	4138.00	1523.00	2615.00	2012.00	489.00	3.53	70.95	18.19
BGM-0941	2021	BR.FTBAG.20.Candeal	1	3169.00	742.00	2427.00	802.00	60.00	3.80	72.70	14.33
BGM-0941	2021	BR.FTBAG.20.Candeal	2	3208.00	756.00	2452.00	820.00	64.00	3.80	71.75	14.60
BGM-0942	2020	BR.FTBAG.20.Candeal	1	2965.00	502.00	2463.00	580.00	78.00	4.07	71.05	14.67
BGM-0942	2020	BR.FTBAG.20.Candeal	2	2936.00	510.00	2426.00	583.00	73.00	4.07	71.00	14.82
BGM-0942	2019	BR.BAG.19	1	NA	NA	NA	NA	NA	NA	NA	13.42
BGM-0942	2019	BR.BAG.19	2	NA	NA	NA	NA	NA	NA	NA	13.11
BGM-0943	2020	BR.FTBAG.20.Candeal	1	3378.00	627.00	2751.00	737.00	110.00	4.00	68.75	12.16
BGM-0943	2020	BR.FTBAG.20.Candeal	2	3415.00	634.00	2781.00	751.00	117.00	3.93	68.65	11.80
BGM-0944	2019	BR.BAG.19	1	4002.00	973.00	3029.00	1348.00	375.00	3.93	71.80	13.23
BGM-0944	2019	BR.BAG.19	2	3947.00	975.00	2972.00	1346.00	371.00	4.00	71.80	13.16
BGM-0946	2019	BR.BAG.19	1	4121.00	819.00	3302.00	1080.00	261.00	3.53	69.45	13.50
BGM-0946	2019	BR.BAG.19	2	4122.00	831.00	3291.00	1104.00	273.00	3.47	69.45	13.29
BGM-0949	2019	BR.BAG.19	1	5058.00	1668.00	3390.00	2357.00	689.00	3.80	71.85	12.80
BGM-0949	2019	BR.BAG.19	2	5206.00	1651.00	3555.00	2349.00	698.00	3.87	71.90	12.65
BGM-0951	2019	BR.BAG.19	1	4440.00	1504.00	2936.00	2306.00	802.00	4.07	71.75	11.83
BGM-0951	2019	BR.BAG.19	2	4369.00	1481.00	2888.00	2255.00	774.00	4.00	70.95	11.50
BGM-0952	2019	BR.BAG.19	1	3769.00	886.00	2883.00	1174.00	288.00	3.80	71.05	12.58
BGM-0952	2019	BR.BAG.19	2	3775.00	918.00	2857.00	1229.00	311.00	3.80	70.95	12.73
BGM-0954	2019	BR.BAG.19	1	4748.00	1611.00	3137.00	2307.00	696.00	4.07	71.80	12.36
BGM-0954	2019	BR.BAG.19	2	4645.00	1604.00	3041.00	2295.00	691.00	4.07	71.75	12.22
BGM-0955	2019	BR.BAG.19	1	5239.00	2149.00	3090.00	2874.00	725.00	4.00	70.85	12.02
BGM-0955	2019	BR.BAG.19	2	5303.00	2158.00	3145.00	2876.00	718.00	4.07	71.75	12.20
BGM-0957	2021	BR.FTBAG.20.Candeal	1	3699.00	1103.00	2596.00	1584.00	481.00	4.13	71.05	13.99
BGM-0957	2021	BR.FTBAG.20.Candeal	2	3683.00	1062.00	2621.00	1536.00	474.00	4.13	71.05	13.72
BGM-0959	2021	BR.FTBAG.20.Candeal	1	4157.00	984.00	3173.00	1436.00	452.00	4.13	70.25	14.24
BGM-0959	2021	BR.FTBAG.20.Candeal	2	4090.00	962.00	3128.00	1415.00	453.00	4.07	70.20	13.99
BGM-0962	2019	BR.BAG.19	1	4524.00	1457.00	3067.00	2054.00	597.00	3.73	70.95	13.80
BGM-0962	2019	BR.BAG.19	2	4613.00	1466.00	3147.00	2050.00	584.00	3.80	70.95	13.67
BGM-0966	2019	BR.BAG.19	1	4454.00	1027.00	3427.00	1335.00	308.00	3.87	70.35	12.20
BGM-0966	2019	BR.BAG.19	2	4446.00	999.00	3447.00	1321.00	322.00	3.80	69.50	12.43
BGM-0967	2021	BR.FTBAG.20.Candeal	1	3941.00	1080.00	2861.00	1599.00	519.00	3.87	70.95	14.59
BGM-0967	2021	BR.FTBAG.20.Candeal	2	3896.00	1059.00	2837.00	1560.00	501.00	3.87	71.80	14.65
BGM-0971	2021	BR.FTBAG.20.Candeal	1	3496.00	640.00	2856.00	685.00	45.00	3.93	66.90	13.98
BGM-0971	2021	BR.FTBAG.20.Candeal	2	3476.00	621.00	2855.00	669.00	48.00	3.87	67.00	14.46
BGM-0972	2021	BR.FTBAG.20.Candeal	1	3037.00	612.00	2425.00	758.00	146.00	4.00	70.25	13.05
BGM-0972	2021	BR.FTBAG.20.Candeal	2	3141.00	614.00	2527.00	749.00	135.00	4.07	70.30	12.80
BGM-0973	2021	BR.FTBAG.20.Candeal	1	4111.00	1456.00	2655.00	2450.00	994.00	4.00	70.25	14.82
BGM-0973	2021	BR.FTBAG.20.Candeal	2	4030.00	1439.00	2591.00	2454.00	1015.00	4.00	70.25	14.85
BGM-0974	2021	BR.FTBAG.20.Candeal	1	3451.00	1069.00	2382.00	1503.00	434.00	3.87	70.20	11.69
BGM-0974	2021	BR.FTBAG.20.Candeal	2	3399.00	1070.00	2329.00	1504.00	434.00	3.93	70.10	11.63
BGM-0975	2019	BR.BAG.19	1	3495.00	869.00	2626.00	1235.00	366.00	3.93	71.80	NA
BGM-0975	2019	BR.BAG.19	2	3396.00	837.00	2559.00	1181.00	344.00	3.93	71.80	NA
BGM-0978	2021	BR.FTBAG.20.Candeal	1	4404.00	1521.00	2883.00	2287.00	766.00	3.93	70.20	14.12
BGM-0978	2021	BR.FTBAG.20.Candeal	2	4428.00	1513.00	2915.00	2319.00	806.00	3.93	70.35	14.08
BGM-0980	2020	BR.FTBAG.20.Candeal	1	3662.00	1034.00	2628.00	1490.00	456.00	4.07	70.25	13.36
BGM-0980	2020	BR.FTBAG.20.Candeal	2	3818.00	1035.00	2783.00	1489.00	454.00	4.07	70.25	13.21
BGM-0984	2021	BR.FTBAG.20.Candeal	1	4935.00	1520.00	3415.00	2380.00	860.00	3.87	72.70	NA
BGM-0984	2021	BR.FTBAG.20.Candeal	2	4985.00	1513.00	3472.00	2384.00	871.00	3.80	71.75	NA
BGM-0985	2021	BR.FTBAG.20.Candeal	1	3679.00	1520.00	2159.00	2497.00	977.00	4.20	72.75	15.06
BGM-0985	2021	BR.FTBAG.20.Candeal	2	3673.00	1518.00	2155.00	2503.00	985.00	4.13	72.55	15.48
BGM-0991	2020	BR.BAG.19.UFRB	1	5385.00	1862.00	3523.00	3000.00	1138.00	3.93	70.25	13.20
BGM-0991	2020	BR.BAG.19.UFRB	2	5331.00	1813.00	3518.00	3027.00	1214.00	3.87	70.20	13.01
BGM-0994	2019	BR.BAG.19	1	3965.00	899.00	3066.00	1093.00	194.00	3.73	71.10	NA
BGM-0994	2019	BR.BAG.19	2	3976.00	900.00	3076.00	1091.00	191.00	3.67	70.30	NA
BGM-0995	2020	BR.BAG.19.UFRB	1	4326.00	1308.00	3018.00	1682.00	374.00	3.80	69.40	15.31
BGM-0995	2020	BR.BAG.19.UFRB	2	4225.00	1281.00	2944.00	1674.00	393.00	3.80	69.40	15.48
BGM-0998	2020	BR.BAG.19.UFRB	1	3901.00	1466.00	2435.00	2233.00	767.00	4.00	72.65	14.16
BGM-0998	2020	BR.BAG.19.UFRB	2	3889.00	1466.00	2423.00	2249.00	783.00	4.00	73.35	13.95
BGM-0998	2020	BR.FTBAG.20.Candeal	1	NA	NA	NA	NA	NA	NA	NA	14.16
BGM-0998	2020	BR.FTBAG.20.Candeal	2	NA	NA	NA	NA	NA	NA	NA	14.13
BGM-1023	2021	BR.FTBAG.20.Candeal	1	4246.00	1537.00	2709.00	2469.00	932.00	4.13	71.95	13.85
BGM-1023	2021	BR.FTBAG.20.Candeal	2	4257.00	1573.00	2684.00	2499.00	926.00	4.20	72.70	14.46
BGM-1029	2020	BR.FTBAG.20.Candeal	1	4201.00	1227.00	2974.00	1712.00	485.00	4.20	69.40	13.52
BGM-1029	2020	BR.FTBAG.20.Candeal	2	4219.00	1255.00	2964.00	1711.00	456.00	4.13	69.35	14.62
BGM-1034	2020	BR.BAG.19.UFRB	1	3906.00	1221.00	2685.00	1880.00	659.00	3.87	69.50	14.86
BGM-1034	2020	BR.BAG.19.UFRB	2	4015.00	1251.00	2764.00	1890.00	639.00	3.87	70.35	14.86
BGM-1042	2021	BR.FTBAG.20.Candeal	1	4068.00	1552.00	2516.00	2528.00	976.00	4.07	72.00	13.68
BGM-1042	2021	BR.FTBAG.20.Candeal	2	4109.00	1551.00	2558.00	2476.00	925.00	4.20	72.65	13.78
BGM-1044	2019	BR.BAG.19	1	4807.00	1775.00	3032.00	2900.00	1125.00	4.27	72.60	13.39
BGM-1044	2019	BR.BAG.19	2	4775.00	1746.00	3029.00	2884.00	1138.00	4.20	71.70	13.32
BGM-1064	2019	BR.BAG.19	1	3782.00	1044.00	2738.00	1338.00	294.00	3.93	73.50	14.56
BGM-1064	2019	BR.BAG.19	2	3819.00	1051.00	2768.00	1332.00	281.00	3.87	73.45	14.71
BGM-1103	2019	BR.BAG.19	1	4782.00	1880.00	2902.00	2996.00	1116.00	3.67	73.50	13.97
BGM-1103	2019	BR.BAG.19	2	4537.00	1904.00	2633.00	2989.00	1085.00	3.73	73.50	14.11
BGM-1106	2019	BR.BAG.19	1	4554.00	1851.00	2703.00	2962.00	1111.00	3.80	74.30	15.34
BGM-1106	2019	BR.BAG.19	2	4514.00	1812.00	2702.00	2857.00	1045.00	3.80	74.35	15.82
BGM-1134	2019	BR.BAG.19	1	4675.00	1421.00	3254.00	2161.00	740.00	4.00	72.75	14.08
BGM-1134	2019	BR.BAG.19	2	4667.00	1416.00	3251.00	2144.00	728.00	3.93	71.80	14.55
BGM-1143	2019	BR.BAG.19	1	4424.00	967.00	3457.00	1177.00	210.00	3.47	69.45	14.66
BGM-1143	2019	BR.BAG.19	2	4459.00	963.00	3496.00	1179.00	216.00	3.47	70.15	14.52
BGM-1150	2020	BR.BAG.19.UFRB	1	4702.00	1556.00	3146.00	2315.00	759.00	3.80	69.40	15.20
BGM-1150	2020	BR.BAG.19.UFRB	2	4723.00	1568.00	3155.00	2339.00	771.00	3.87	69.45	15.19
BGM-1152	2020	BR.BAG.19.UFRB	1	4298.00	2107.00	2191.00	2848.00	741.00	4.40	71.80	14.08
BGM-1152	2020	BR.BAG.19.UFRB	2	4426.00	2105.00	2321.00	2893.00	788.00	4.33	72.70	13.72
BGM-1162	2021	BR.FTBAG.20.Candeal	1	4598.00	1765.00	2833.00	2649.00	884.00	4.00	73.45	14.10
BGM-1162	2021	BR.FTBAG.20.Candeal	2	4682.00	1804.00	2878.00	2749.00	945.00	3.87	72.60	13.91
BGM-1164	2020	BR.BAG.19.UFRB	1	3962.00	1572.00	2390.00	2683.00	1111.00	3.67	71.85	14.37
BGM-1164	2020	BR.BAG.19.UFRB	2	4180.00	1667.00	2513.00	2679.00	1012.00	3.60	72.70	14.54
BGM-1168	2020	BR.BAG.19.UFRB	1	4139.00	1083.00	3056.00	1429.00	346.00	4.00	69.45	13.92
BGM-1168	2020	BR.BAG.19.UFRB	2	3989.00	1026.00	2963.00	1339.00	313.00	4.00	69.40	13.93
BGM-1189	2019	BR.BAG.19	1	4795.00	1775.00	3020.00	2655.00	880.00	4.00	71.80	13.16
BGM-1189	2019	BR.BAG.19	2	4851.00	1794.00	3057.00	2606.00	812.00	4.13	71.95	13.21
BGM-1213	2019	BR.BAG.19	1	4313.00	1606.00	2707.00	2848.00	1242.00	3.67	73.45	13.65
BGM-1213	2019	BR.BAG.19	2	4422.00	1547.00	2875.00	2881.00	1334.00	3.60	72.65	13.73
BGM-1224	2021	BR.FTBAG.20.Candeal	1	4185.00	1520.00	2665.00	2491.00	971.00	4.13	69.40	14.06
BGM-1224	2021	BR.FTBAG.20.Candeal	2	4226.00	1554.00	2672.00	2499.00	945.00	4.13	69.40	14.21
BGM-1225	2020	BR.BAG.19.UFRB	1	4424.00	1690.00	2734.00	2698.00	1008.00	4.20	70.25	15.19
BGM-1225	2020	BR.BAG.19.UFRB	2	4532.00	1691.00	2841.00	2744.00	1053.00	4.07	71.00	14.99
BGM-1251	2019	BR.BAG.19	1	5155.00	1589.00	3566.00	2331.00	742.00	3.67	69.50	13.73
BGM-1251	2019	BR.BAG.19	2	5096.00	1557.00	3539.00	2334.00	777.00	3.73	69.40	14.01
BGM-1252	2019	BR.BAG.19	1	4746.00	1745.00	3001.00	2495.00	750.00	3.87	72.65	11.18
BGM-1252	2019	BR.BAG.19	2	4819.00	1736.00	3083.00	2482.00	746.00	3.87	72.60	11.35
BGM-1253	2020	BR.PYTGS.19.RA1	1	5035.00	1850.00	3185.00	3124.00	1274.00	3.67	70.25	13.37
BGM-1253	2020	BR.PYTGS.19.RA1	2	4979.00	1933.00	3046.00	3177.00	1244.00	3.67	70.25	13.59
BGM-1265	2019	BR.BAG.19	1	4934.00	1673.00	3261.00	2338.00	665.00	3.80	70.20	16.23
BGM-1265	2019	BR.BAG.19	2	4979.00	1705.00	3274.00	2372.00	667.00	3.87	71.10	16.27
BGM-1288	2019	BR.BAG.19	1	4702.00	1335.00	3367.00	2063.00	728.00	3.53	69.50	13.36
BGM-1288	2019	BR.BAG.19	2	4682.00	1306.00	3376.00	2012.00	706.00	3.60	70.25	13.55
BGM-1310	2020	BR.BAGRec.19.Candeal	1	5363.00	2037.00	3326.00	3363.00	1326.00	4.07	71.00	14.46
BGM-1310	2020	BR.BAGRec.19.Candeal	2	5462.00	2012.00	3450.00	3361.00	1349.00	4.07	70.95	14.25
BGM-1313	2020	BR.BAG.19.UFRB	1	4389.00	1869.00	2520.00	2936.00	1067.00	4.20	72.55	14.54
BGM-1313	2020	BR.BAG.19.UFRB	2	4363.00	1858.00	2505.00	3008.00	1150.00	4.13	72.70	14.50
BGM-1317	2019	BR.BAG.19	1	4949.00	1813.00	3136.00	2543.00	730.00	3.87	69.50	12.86
BGM-1317	2019	BR.BAG.19	2	5118.00	1863.00	3255.00	2627.00	764.00	3.80	70.20	13.00
BGM-1332	2020	BR.BAG.19.UFRB	1	4025.00	1593.00	2432.00	2540.00	947.00	4.00	71.95	15.26
BGM-1332	2020	BR.BAG.19.UFRB	2	4124.00	1621.00	2503.00	2569.00	948.00	4.00	71.85	15.15
BGM-1344	2019	BR.BAG.19	1	3280.00	1056.00	2224.00	1746.00	690.00	4.00	68.60	NA
BGM-1344	2019	BR.BAG.19	2	3263.00	1059.00	2204.00	1751.00	692.00	4.07	68.60	NA
BGM-1355	2020	BR.BAG.19.UFRB	1	4653.00	1943.00	2710.00	2840.00	897.00	3.93	73.45	NA
BGM-1355	2020	BR.BAG.19.UFRB	2	4686.00	1850.00	2836.00	2810.00	960.00	3.93	73.45	16.99
BGM-1362	2020	BR.BAG.19.UFRB	1	4513.00	1873.00	2640.00	2836.00	963.00	4.13	71.75	14.08
BGM-1362	2020	BR.BAG.19.UFRB	2	4504.00	1897.00	2607.00	2896.00	999.00	4.20	71.90	14.17
BGM-1367	2019	BR.BAG.19	1	5135.00	1961.00	3174.00	3045.00	1084.00	3.60	69.50	NA
BGM-1367	2019	BR.BAG.19	2	5077.00	1859.00	3218.00	3016.00	1157.00	3.73	70.25	NA
BGM-1377	2020	BR.BAG.19.UFRB	1	4489.00	1647.00	2842.00	2371.00	724.00	3.93	71.90	14.54
BGM-1377	2020	BR.BAG.19.UFRB	2	4550.00	1675.00	2875.00	2390.00	715.00	3.93	71.00	14.55
BGM-1390	2021	BR.FTBAG.20.Candeal	1	4580.00	2009.00	2571.00	2859.00	850.00	3.87	71.75	12.86
BGM-1390	2021	BR.FTBAG.20.Candeal	2	4706.00	2016.00	2690.00	2792.00	776.00	3.93	72.65	12.64
BGM-1397	2019	BR.BAG.19	1	4367.00	1679.00	2688.00	2630.00	951.00	4.20	73.40	12.66
BGM-1397	2019	BR.BAG.19	2	4430.00	1719.00	2711.00	2754.00	1035.00	4.07	73.45	12.26
BGM-1432	2020	BR.BAG.19.UFRB	1	4887.00	1620.00	3267.00	2166.00	546.00	3.67	67.90	16.29
BGM-1432	2020	BR.BAG.19.UFRB	2	4682.00	1557.00	3125.00	2117.00	560.00	3.73	67.80	16.26
BGM-1447	2020	BR.BAG.19.UFRB	1	4550.00	1677.00	2873.00	2366.00	689.00	3.93	70.30	15.37
BGM-1447	2020	BR.BAG.19.UFRB	2	4599.00	1683.00	2916.00	2414.00	731.00	4.00	70.95	15.55
BGM-1454	2020	BR.BAG.19.UFRB	1	4859.00	1833.00	3026.00	2577.00	744.00	3.93	71.10	14.57
BGM-1454	2020	BR.BAG.19.UFRB	2	4754.00	1835.00	2919.00	2657.00	822.00	3.93	70.15	14.70
BGM-1483	2019	BR.BAG.19	1	5224.00	1536.00	3688.00	2321.00	785.00	3.60	68.70	14.36
BGM-1483	2019	BR.BAG.19	2	5212.00	1520.00	3692.00	2307.00	787.00	3.60	68.70	14.18
BGM-1497	2020	BR.BAG.19.UFRB	1	4350.00	1550.00	2800.00	2323.00	773.00	3.87	72.65	15.81
BGM-1497	2020	BR.BAG.19.UFRB	2	4382.00	1540.00	2842.00	2344.00	804.00	3.87	72.75	15.83
BGM-1498	2020	BR.BAG.19.UFRB	1	3841.00	1262.00	2579.00	1955.00	693.00	3.93	72.65	14.13
BGM-1498	2020	BR.BAG.19.UFRB	2	3850.00	1268.00	2582.00	1984.00	716.00	4.00	73.50	15.37
BGM-1502	2021	BR.FTBAG.20.Candeal	1	4102.00	1590.00	2512.00	2451.00	861.00	3.87	72.65	13.08
BGM-1502	2021	BR.FTBAG.20.Candeal	2	4137.00	1578.00	2559.00	2439.00	861.00	3.87	73.60	12.67
BGM-1502-M	2020	BR.FTBAG.20.Candeal	1	3895.00	1346.00	2549.00	2180.00	834.00	3.93	73.50	14.25
BGM-1502-M	2020	BR.FTBAG.20.Candeal	2	3873.00	1366.00	2507.00	2208.00	842.00	3.87	73.55	13.93
BGM-1503	2020	BR.BAG.19.UFRB	1	4529.00	1683.00	2846.00	2669.00	986.00	3.87	72.70	14.21
BGM-1503	2020	BR.BAG.19.UFRB	2	4476.00	1658.00	2818.00	2647.00	989.00	3.80	71.75	13.70
BGM-1518	2020	BR.BAG.19.UFRB	1	4437.00	1583.00	2854.00	2297.00	714.00	3.93	72.75	14.81
BGM-1518	2020	BR.BAG.19.UFRB	2	4461.00	1592.00	2869.00	2339.00	747.00	3.87	71.95	15.03
BGM-1586	2020	BR.BAG.19.UFRB	1	3708.00	1672.00	2036.00	2497.00	825.00	4.00	71.75	14.29
BGM-1586	2020	BR.BAG.19.UFRB	2	3657.00	1658.00	1999.00	2532.00	874.00	4.13	72.75	14.60
BGM-1659	2020	BR.BAG.19.UFRB	1	4556.00	1765.00	2791.00	2735.00	970.00	4.07	71.05	14.44
BGM-1659	2020	BR.BAG.19.UFRB	2	4509.00	1783.00	2726.00	2716.00	933.00	4.13	71.05	14.40
BGM-1660	2020	BR.BAG.19.UFRB	1	4613.00	1673.00	2940.00	2819.00	1146.00	3.93	69.40	15.19
BGM-1660	2020	BR.BAG.19.UFRB	2	4493.00	1707.00	2786.00	2788.00	1081.00	3.93	68.70	15.34
BGM-1677	2019	BR.BAG.19	1	5754.00	2001.00	3753.00	2878.00	877.00	3.93	70.20	12.17
BGM-1677	2019	BR.BAG.19	2	5780.00	2016.00	3764.00	2932.00	916.00	3.93	70.20	11.97
BGM-1679	2020	BR.BAG.19.UFRB	1	4223.00	1625.00	2598.00	2673.00	1048.00	3.93	74.35	13.35
BGM-1679	2020	BR.BAG.19.UFRB	2	4241.00	1629.00	2612.00	2744.00	1115.00	4.00	74.35	13.25
BGM-1683	2021	BR.CET.20.Candeal	1	4061.00	1711.00	2350.00	2740.00	1029.00	4.13	71.80	14.02
BGM-1683	2021	BR.CET.20.Candeal	2	4116.00	1771.00	2345.00	2808.00	1037.00	4.20	72.55	14.11
BGM-1689	2019	BR.BAG.19	1	4588.00	1650.00	2938.00	2392.00	742.00	4.07	71.05	13.11
BGM-1689	2019	BR.BAG.19	2	4598.00	1658.00	2940.00	2399.00	741.00	4.07	71.05	12.90
BGM-1693	2021	BR.FTBAG.20.Candeal	1	4132.00	1487.00	2645.00	2338.00	851.00	4.20	72.60	14.29
BGM-1693	2021	BR.FTBAG.20.Candeal	2	4088.00	1510.00	2578.00	2358.00	848.00	4.27	72.55	14.53
BGM-1703	2019	BR.BAG.19	1	4846.00	1395.00	3451.00	2025.00	630.00	3.60	69.50	15.51
BGM-1703	2019	BR.BAG.19	2	4744.00	1360.00	3384.00	1958.00	598.00	3.73	69.35	15.84
BGM-1704	2019	BR.BAG.19	1	4801.00	1522.00	3279.00	2788.00	1266.00	3.67	70.20	NA
BGM-1704	2019	BR.BAG.19	2	5144.00	1626.00	3518.00	2817.00	1191.00	3.47	70.15	NA
BGM-1706	2020	BR.BAG.19.UFRB	1	4318.00	1638.00	2680.00	2786.00	1148.00	3.87	73.55	14.98
BGM-1706	2020	BR.BAG.19.UFRB	2	4380.00	1629.00	2751.00	2745.00	1116.00	3.93	73.55	15.09
BGM-1709	2020	BR.BAG.19.UFRB	1	3420.00	916.00	2504.00	1108.00	192.00	3.93	67.85	14.19
BGM-1709	2020	BR.BAG.19.UFRB	2	3470.00	933.00	2537.00	1133.00	200.00	3.93	68.55	14.06
BGM-1713	2019	BR.BAG.19	1	3232.00	848.00	2384.00	1083.00	235.00	4.13	69.45	16.15
BGM-1713	2019	BR.BAG.19	2	3242.00	837.00	2405.00	1082.00	245.00	4.07	68.65	16.27
BGM-1718	2021	BR.FTBAG.20.Candeal	1	3628.00	956.00	2672.00	1201.00	245.00	3.93	66.95	15.17
BGM-1718	2021	BR.FTBAG.20.Candeal	2	3671.00	964.00	2707.00	1215.00	251.00	3.93	67.85	15.40
BGM-1719	2019	BR.BAG.19	1	3670.00	1191.00	2479.00	1918.00	727.00	4.07	72.55	11.67
BGM-1719	2019	BR.BAG.19	2	3642.00	1173.00	2469.00	1895.00	722.00	4.07	72.70	11.51
BGM-1722	2019	BR.BAG.19	1	4794.00	1782.00	3012.00	2883.00	1101.00	4.00	67.05	12.91
BGM-1722	2019	BR.BAG.19	2	4632.00	1794.00	2838.00	2863.00	1069.00	4.00	66.90	12.98
BGM-1725	2020	BR.BAG.19.UFRB	1	3631.00	905.00	2726.00	1128.00	223.00	3.87	69.35	14.35
BGM-1725	2020	BR.BAG.19.UFRB	2	3634.00	918.00	2716.00	1165.00	247.00	3.87	69.40	14.51
BGM-1735	2020	BR.BAG.19.UFRB	1	4085.00	1455.00	2630.00	1994.00	539.00	4.00	70.30	14.87
BGM-1735	2020	BR.BAG.19.UFRB	2	4019.00	1421.00	2598.00	1943.00	522.00	4.00	70.20	14.76
BGM-1739	2020	BR.BAG.19.UFRB	1	4433.00	849.00	3584.00	1110.00	261.00	3.67	67.85	14.70
BGM-1739	2020	BR.BAG.19.UFRB	2	4531.00	852.00	3679.00	1097.00	245.00	3.67	67.90	14.67
BGM-1741	2020	BR.BAG.19.UFRB	1	3921.00	1525.00	2396.00	2457.00	932.00	4.00	71.90	15.21
BGM-1741	2020	BR.BAG.19.UFRB	2	3952.00	1530.00	2422.00	2417.00	887.00	3.93	71.85	15.22
BGM-1745	2020	BR.BAG.19.UFRB	1	4396.00	1703.00	2693.00	2718.00	1015.00	4.13	69.30	15.28
BGM-1745	2020	BR.BAG.19.UFRB	2	4393.00	1715.00	2678.00	2647.00	932.00	4.13	69.35	15.19
BGM-1747	2020	BR.BAG.19.UFRB	1	4468.00	1584.00	2884.00	2188.00	604.00	3.87	69.45	14.95
BGM-1747	2020	BR.BAG.19.UFRB	2	4360.00	1584.00	2776.00	2237.00	653.00	3.93	70.25	15.21
BGM-1752	2020	BR.BAG.19.UFRB	1	3513.00	1431.00	2082.00	2279.00	848.00	4.07	73.45	14.26
BGM-1752	2020	BR.BAG.19.UFRB	2	3548.00	1414.00	2134.00	2243.00	829.00	3.93	72.70	14.17
BGM-1754	2021	BR.BAG.19.UFRB	1	3997.00	1544.00	2453.00	2184.00	640.00	4.20	69.40	11.95
BGM-1754	2021	BR.BAG.19.UFRB	2	4006.00	1524.00	2482.00	2163.00	639.00	4.20	69.40	12.95
BGM-1757	2019	BR.BAG.19	1	4923.00	1322.00	3601.00	1907.00	585.00	3.87	71.05	14.37
BGM-1757	2019	BR.BAG.19	2	4681.00	1247.00	3434.00	1793.00	546.00	3.80	71.05	14.33
